mf,ppm,unsat
C2H5FKO2,-1.1403999999999999,-0.5
H5FO4P,-2.1136,-1.5
C2H3N2O2S,2.7174,2.5
H6KN3S,6.302,-1.0
C2F5,6.8587,0.5
CH7KNOP,-8.1338,-1.0
HN5OS,-8.5664,3.0
CHFN4P,9.1259,3.5
C5H4KO,-10.7452,3.5
C6H2NP,10.8049,7.0
C3H4O3P,-11.7185,2.5
