mf,ppm,unsat
C10H11FN2OP3S,-1.0750000000000002,7.5
C3H10F3K2N3O6,1.0756,-2.0
C4H17FNO4P3S2,1.0915000000000001,-2.0
C6H13N3O4S4,-1.0975000000000001,2.0
C11H5F5KO3,1.103,6.5
C9H10F2KN2O2S2,-1.1201,4.5
C8H8F3NO5S2,1.1256000000000002,4.0
C12H7F4K2N,-1.1427,7.0
CH14N4O7P3S,1.1433,-1.5
C9H16FOS5,-1.1494,1.5
C5H19KN2OP3S2,-1.1542000000000001,-1.5
CH9F5KN5O2P2,-1.158,-2.0
C4H12F2K3N4O3,-1.1701,-1.5
C5H5F2N4O8S,1.1775,4.5
C7H15F3K3NS,-1.222,-2.0
C4H4F7N5S2,1.2375,2.0
C17H4O5P,1.2379,16.5
C5H13FKNO7P2,-1.2698999999999998,0.0
C8H8F3KN4PS,1.2705,5.5
C15H5K2N4,-1.2711,14.5
C5H11FN5O2PS3,1.2931,3.0
C4H13N6OP2S3,-1.3156999999999999,2.5
C6H11F2KO8P,1.3389,0.5
C13F4N4P,1.3497999999999999,14.5
C3H14NO10PS2,1.3615,-2.0
C5H10F7KNPS,1.3989,-2.0
C4H7FN5O7PS,-1.4313,4.0
C9H14F3K2P2,1.4319,1.5
C2H7F6KN4O3P,1.4507999999999999,-1.5
C6H17FKNO2P2S2,1.4545,-1.0
C10H2F8NP,1.4782000000000002,7.0
C7H10F2N2O4PS2,-1.4832,3.5
C3F7N5O5,-1.4868999999999999,3.0
C7H18NOP5S,1.4997,2.0
C10H7F4KNO2P,-1.5058,6.0
C3H14KN4O5P2S,1.5064000000000002,-0.5
C11H9F2NO2P2S,1.5338,8.0
C6H3F8N2O2S,-1.5388,2.5
C6H16F2KNOP4,-1.5399,0.0
C8H6FN4O5P2,1.5856999999999999,8.5
C7H4F3NO10,-1.5988,5.0
C19H4KO3,1.6009,17.5
C3H13FNO9P3,-1.633,-1.0
C13H5KN4O2P,-1.6341999999999999,13.5
C7H11FKN5S3,1.6562,4.0
C9HF4N5O2S,-1.6672,10.0
C5H10F2N5OP3S,-1.7012999999999998,4.0
C8H11F2K2O6,1.702,1.5
C5H8F5NO5P2,1.7141,1.0
CH12FN6O4S4,-1.7239,-1.5
C5H14KNO8S2,1.7245,-1.0
C12H3F2N5S2,1.7355,13.0
C4H9F3KN5O2S2,-1.7465,1.0
C7H6F5K2N4,-1.769,3.5
C4H15F2N3OS5,-1.7757,-2.0
C13H5NO7S,-1.7791000000000001,12.0
C10H6FNO8S,1.8038,8.0
C4H7F6K2N4O,1.8138999999999998,-0.5
C6H18K4N3P,-1.8153,-2.0
C8H17FK2NPS2,1.8175999999999999,0.0
CH4F9N5P2,1.826,-1.0
C9H5F6N2S2,1.8639000000000001,5.5
C8H7F4NO4P2,-1.8688,5.0
C5H14K2N4O3PS,1.8695000000000002,0.5
C11H10FK2O5,-1.881,5.5
C2H11F3N5O2P3S,1.8816,0.0
C13H9F2KNPS,1.8969,9.0
C4H16F2NO3P5,-1.903,-1.0
C6H2F5N5O3S,1.9157000000000002,6.0
C10H12N2O2PS3,1.9195,6.5
C10H6FKN4O3P,1.9487,9.5
C18HF3NP,1.9761,18.0
C11H5N4O4P2,-1.9972,12.5
C3H4F9N2O3S,2.0441000000000003,-1.5
C14H8FNOP2S,-2.0491,12.0
C7H8F5KNO3P,2.0771,2.0
HF8N5O6,2.096,-1.0
C4H11F3N2O5PS2,2.0997,-0.5
C2H9F3N5O4PS2,-2.1094999999999997,0.0
C9H16KNOP2S2,-2.1283999999999996,3.0
C5H6F5KN4O2P,-2.1321,2.5
CH8F2N5O8PS,2.1515999999999997,0.0
C5H12F4N2OPS3,-2.1614,-0.5
CH2F9N5O2S,-2.1651,-1.0
C13H7NO5P2,2.212,12.0
C2H3F4N4O10,-2.2252,1.5
C7H14K3N4OS,2.2325,1.5
C9H10FKO7P,-2.244,4.5
C4H11F3KN5P2S,2.2447,1.0
CH14FN6O2P2S3,2.2673,-1.5
C5H6F5NO7S,-2.277,1.0
C12H12KN2S3,2.2825,7.5
C8H10N5OPS3,-2.2898,7.0
C12H6FK2N4O,2.3118,10.5
C9H3F4N5P2,2.3239,10.0
C17H4FN2S2,2.3618,16.5
C8H4FN4O7S,-2.4055,8.5
C14HN5O3S,2.4137,17.0
C9H8F5K2NO,2.4402,3.0
C6H5F8N2P2,2.4522999999999997,2.5
C11H7F2NO4S2,-2.4573,8.0
C6H11F3KN2O3S2,2.4628,0.5
C14H4F4KO2,-2.4799,10.5
C3H12KN4O7S2,-2.4847,-0.5
C3H14FN3O5S4,2.4854,-2.0
C7H16NO3P3S2,-2.4915000000000003,2.0
C3H6F5N4O4P2,-2.4951999999999996,1.5
C6H9F2K2N3O5,-2.5073000000000003,2.0
C7H12F2N2O2P3S,2.5079000000000002,3.5
C10H13F2KOP3,-2.5141,4.5
C3H8F2KN5O6S,2.5147,1.0
C6H15FKNO4S3,-2.5366,-1.0
H11N6O8S3,2.5372999999999997,-1.5
C11H3F4N2O3S,2.5421,9.5
C6H9F6NOP2S,-2.5471000000000004,1.0
C9H12F3K2O2S,-2.5592,1.5
C4H9FN5O5P3,2.5598,4.0
C15H7KNO3P,2.5751,13.0
C8F3N5O6,2.594,10.0
C7H10FO9P2,-2.6071,3.5
C17H2KN3O2,-2.6083000000000003,18.0
C3H14FKN6PS3,2.6303,-0.5
C9H7F2N4OP2S,-2.6755,8.5
C5H16N4P5S,-2.7096,2.5
C8H6F2N6PS2,2.7096,8.5
C5H2F7N2O6,2.7224,2.5
C4H15FKN4OP2S2,-2.7547,-0.5
C6H9FN2O8PS,2.778,3.5
C10H15K4N2,-2.7895000000000003,2.5
C5H8F6N3PS2,2.838,1.0
C12H4F4O4P,-2.843,9.5
CH12N4O9PS2,-2.8478,-1.5
C4H9F2KN3O7P,-2.8704,1.0
C9H12F2KN2P2S,2.871,4.5
C8H13F2O3P4,-2.8771,3.5
C2H5F5N6O3PS,2.8899,1.5
C6H15N3O2P2S3,2.8936,2.0
C4H15FNO6PS3,-2.8997,-2.0
C7H12F3KO4PS,-2.9223,0.5
C6H9FKN5O3P2,2.9229,5.0
C17H7K2NO,2.9382,14.0
C14H4F3N2P2,2.9503,13.5
C15H2N3O4P,-2.9714,17.0
C6H5F9KO2,-2.9779,-0.5
C18H5FOPS,-3.0233,16.5
C6H14F2K3NO4,3.0392,-2.0
C6H6F3N4O4S2,-3.0837,4.5
C13H13KOPS2,-3.1026000000000002,7.5
C9H3F5KN3O2,-3.1062999999999996,7.0
C8H15O5S4,3.1117000000000004,1.5
C2H15FN4O3P3S2,-3.1178,-1.5
CH8F3K2N6O5,-3.1337,-1.5
C9H9F4NOS3,-3.1356,4.0
C5H12F3KN3OP3,-3.1404,1.0
C8H9FKN2O6S,3.141,4.5
C8H15K3N2O2P,-3.1525,1.5
C5H18F2NP3S3,-3.1696999999999997,-2.0
C4H11F4K2N3O2S,-3.1854999999999998,-2.0
C9H10N2O5P3,3.1862,7.5
C5H6KN5O9,3.1929,5.0
C13HF2N2O6,3.2203,13.5
C4H11F4N4S4,3.2237,-0.5
C2H9F2N3O9P2,-3.2335000000000003,0.0
C12HFKN6O2,-3.2347,14.5
C4H5F5KN6OS,3.253,2.5
C8H15KN3PS3,3.2567,3.0
C12H7N4OS3,-3.264,11.5
C5H12F3O6P2S,-3.2853000000000003,-0.5
C8H9FK2N5OP,3.286,6.0
C5H6F4N6P3,3.2981,5.5
C7H9K2N6O2S,-3.3139000000000003,5.5
C13H7FN3PS2,3.3359,12.0
C4H5F9O4P,-3.3409,-1.5
C10H4N6O3PS,3.3878,12.5
C5H11F5K2N2OP,3.4143999999999997,-1.5
C5H14FK4N5,-3.4158,-1.0
C2H8F8N3P3,3.4265000000000003,-2.0
C10H9F5PS2,3.4643,4.5
C11H13O3P2S2,-3.4656,6.5
C7H3F5N3O4P,-3.4693,6.0
C3H15F2N3O2P4S,3.4821,-1.0
C3H12F3N3O3P4,-3.5035,0.0
C6H15K2N2O4P2,-3.5156,0.5
C7H6F4N3O3PS,3.5162,5.0
C10H6F6OPS,-3.5212,5.5
H12FN6O5P4,3.534,-0.5
C11H10KN2O3P2,3.5492,8.5
C6H15F4P4S,-3.5553999999999997,-0.5
C4H3F3N6O6P,3.5681000000000003,5.5
C10HFN6O4P,-3.5976999999999997,13.5
C13H4F2N3OPS,-3.6496,13.0
C5H9KN6O4PS,-3.677,4.5
C9H13N3P4S,-3.6838,7.0
CH5F7N3O6P,3.6965,-2.0
C5H15F2O5P2S2,3.7002,-1.5
C8H12FKN3OPS2,-3.7289,4.0
C4H2F6KN6O2,-3.7326,3.5
C12H4KN6OS,3.7509,13.5
C2H12FN3O8P2S,3.7521,-1.0
C8H18NPS5,-3.7582,1.0
C4H8F5N4OS3,-3.7619,0.5
C3H14FK3N5O2P,-3.7789,-2.0
C5H9N3O9S2,-3.8219,3.0
C8H6F2KN2O7,-3.8445,5.5
C5H15F2KN3P3S,3.8452,0.0
C9H12F3NS4,3.8500000000000005,3.0
C8H12FO6S3,-3.8738,2.5
C4H15KN2O6P3,-3.8787,-0.5
C9H6F4KN3OS,3.8793,6.0
C2H12FKN6O3P3,3.8970000000000002,0.5
C6H9F2N4O3S3,3.9019,3.5
C13H10K2N2OP,3.9122999999999997,9.5
C10H7F3N3P3,3.9244,9.0
C6H3F3KN6O4,3.9311999999999996,6.5
C18H8PS2,3.9623000000000004,15.5
C6H8F8KOS,4.0077,-1.5
C3H9N6O6P2S,-4.0401,3.5
C7H9F7P3,4.0528,1.5
C3H5F7KN3O4,4.0596,-1.0
C7H15F2KO3PS2,4.0633,-0.5
C11F9O,4.087,7.5
C6H12FN3O3P2S2,-4.092,3.0
C2H2F6N6O4P,-4.0957,2.5
C8H16FO2P4S,4.1084000000000005,2.5
C9H9F3KN2OP2,-4.1146,5.5
C4H12FKN3O6PS,4.1152,0.0
C12H12K3NO2,-4.1267,6.0
C12H7F3O3PS,4.1426,8.5
C9H15F2P2S3,-4.1438,2.5
C5H5F7N3OPS,-4.1476,2.0
C5H18FKN2P5,-4.1487,-0.5
C5H13N3O5P4,4.160299999999999,3.0
CH9KN6O9P,4.167,0.5
C9H4F2N3O6P,4.1944,9.0
C6H6F2N2O9P,-4.2076,4.5
C4H18KN4P2S3,4.2308,-1.5
C2H15N2O8P4,-4.2418,-1.5
C4H12FK2N6OP2,4.2601,1.5
C8H3F3N6OPS,-4.276,9.5
C4H12FN6P4S,-4.310099999999999,3.5
C9H10FN4P2S2,4.310099999999999,7.5
C6H6F6O6P,4.3228,1.5
C3H11F2KN6OPS2,-4.3552,0.5
C7H13O8P2S,4.3784,2.5
C9H15F2K2OS2,4.426399999999999,0.5
C2H2F10N4OP,4.4348,-0.5
C6H12F5NP2S2,4.4385,0.0
C11F5N2O4,-4.4435,10.5
H8FN6O9S2,-4.448300000000001,-0.5
C6H18KNO3S4,4.4489,-2.0
C3H5F3KN5O7,-4.470899999999999,2.0
C10H16FKP3S,4.471500000000001,3.5
C7H9F3N2O3P3,-4.4776,4.5
C6H12FK2N3O4S,4.4782,1.0
C10H12K2NO4P,-4.4898,5.0
C3H9F4N4O3P2S,4.4904,0.5
C3H11F2N3O6S3,-4.5001999999999995,-1.0
C14H7F3KOS,4.505599999999999,9.5
C6H8F4KN2O4S,-4.5228,1.5
C7H13KN3O3P3,4.5234,4.0
C11H10FNO3S3,4.5282,7.0
C3H9K2N6O7,4.5301,1.5
C15H8F2P3,4.5508,12.5
C6H14F3O3S4,-4.5521,-1.5
C11H4F2KN3O4,4.5575,10.0
C8H7N4O6S2,4.580100000000001,7.5
C17HF2N2OS,-4.623799999999999,17.5
C9H6KN5O4S,-4.651199999999999,9.0
C13H10N2P3S,-4.6579,11.5
C8H6F6KO4,4.6859,2.5
C12H9FKN2OS2,-4.7031,8.5
C5H9F4NO6S2,4.7085,0.0
CH11F2N6O3P2S2,-4.7183,-0.5
C12H15S5,-4.7323,5.5
C4H8F4KN5OP2,-4.7409,2.0
C9H13KO6PS,4.7415,3.5
C7H11FK3N4O2,-4.753,2.5
C2H6F3N4O9S,4.760400000000001,0.5
C4H14F3N3P2S3,-4.7702,-1.0
H4F8N6OPS,-4.7739,-1.5
C7H17K2N2OS3,-4.7823,-0.5
CH5F8N5OS2,4.820399999999999,-2.0
C14H5FO6P,4.820799999999999,12.5
C5H15F3N2PS4,4.8241000000000005,-1.5
CH5F3N5O9P,-4.834,1.0
C8H12KNO6P2,-4.8528,4.0
C5H9F4KN4OPS,4.8534,1.5
C2H12F2N5O3PS3,4.876,-1.0
C4H8F4N2O6PS,-4.8858,0.5
C9H13K2N3OP2,4.8864,5.0
C6H10F3N4P4,4.8986,4.5
C10HF5N4OP,4.9327000000000005,10.5
C14H11NP2S2,4.9364,11.0
C3HF10N2O4,-4.9414,-0.5
C7H6N5O6PS,-5.0142,8.0
C7H3F9NOP,5.0611,3.0
C10H9FN2O3PS2,-5.0661,7.5
C4H19FNO2P5S,5.0826,-2.0
C13H6F3KNOP,-5.0887,10.0
C2H8F4N5O3P3,-5.104,1.0
C11H13K2O4S,5.1046000000000005,4.5
C5H11FK2N4O4P,-5.1161,1.5
C8H10F3NO3P2S,5.1167,4.0
C9H2F7N2OS,-5.1217,6.5
C9H15FKNP4,-5.1229,4.0
CH16N4O5P5,5.1344,-1.5
C5H17KN2O3PS3,-5.1453999999999995,-1.5
CH7F5KN5O4S,-5.149100000000001,-2.0
C5H11F5N2P3S,-5.1559,0.5
C8H14F2K2NOPS,-5.168,1.0
C5H7F2N4O6P2,5.1686,4.5
C10H3F2NO9,-5.1818,9.0
C16H5FKO4,5.183800000000001,13.5
C6H12NO8P3,-5.2159,3.0
C4H12F2KN5OS3,5.2391000000000005,0.0
C12F3N5OS,-5.2501,14.0
C5H11FKNO9S,-5.261,0.0
C8H9FN5P3S,-5.2843,8.0
C5H13FN5P3S2,5.2842,3.0
C4H11N6O3S4,-5.3068,2.5
C9H4F3N5OS2,5.3184,9.0
C7H8F2KN5OS2,-5.329400000000001,5.0
C3H16NO8P3S,5.3526,-2.0
C7H14FN3S5,-5.3587,2.0
C3H17KN5P3S2,-5.3635,-1.0
C7H7F2NO9S,5.386699999999999,4.0
C18N4OP,5.4306,21.5
C6H19FKNP4S,5.4456,-1.0
C6H6F7N2OS2,5.4468000000000005,1.5
C11H6F3NO3P2,-5.4518,9.0
C14H9K2O4,-5.463900000000001,9.5
C3H11FKN4O6P2,-5.4792,0.5
C10H10F3KNOPS,5.4798,5.0
C7H15FNO2P5,-5.4859,3.0
C3H16KN4O3P4,5.4975000000000005,-0.5
C3H3F6N5O4S,5.498600000000001,2.0
C7H13FN2O3PS3,5.5024,2.5
C11H11F2NP4,5.524900000000001,8.0
C6H14F2KNO3P2S,-5.5311,0.0
C7H7F2KN4O4P,5.5316,5.5
C4H10N5O6PS2,5.5542,3.0
C15H2F4NOP,5.558999999999999,14.0
C5H7F8KNOP,-5.5867,-1.0
C17H7NP2S,-5.632099999999999,16.0
C4H9F6KNO4P,5.66,-2.0
C2H4F7NO9,-5.6797,-2.0
C5H8F2N5O3PS2,-5.6925,4.0
C8H5F4KN4OP,-5.7151,6.5
C5H16KNO6P2S,5.7156,-1.0
CH17N5O2P4S2,-5.7266,-2.0
C8H11F3N2PS3,-5.7444,3.5
C4HF8N5OS,-5.7481,3.0
C4H14F2KN4P4,-5.7492,0.5
C10H8FNO6P2,5.7949,8.0
C5H2F3N4O9,-5.8081000000000005,5.5
C12H9KO6P,-5.827,8.5
C9H19S6,5.8361,0.5
CH11FN4O8P3,-5.8423,-0.5
C8H5F4NO6S,-5.859999999999999,5.0
C5H16K2N4OP3,5.860600000000001,0.5
C9H13FKN2OS3,5.8654,3.5
C2H13F3N5P5,5.8727,0.0
C4H14F2NO5P3S,-5.8941,-1.0
C9H7F2K2N4O2,5.894699999999999,6.5
C6H4F5N5OP2,5.9068,6.0
C10H14N2P3S2,5.9106,6.5
C6H10KN5O4S2,5.9173,4.0
C14H5F2N2OS2,5.9447,12.5
C3H7F8NO3P2,-5.9497,-2.0
C6H10F5K2O4,-5.9619,-1.5
C2H13F2N6S5,-5.985,-1.5
C11H3N4O6S,-5.9884,12.5
C11H2FN5O4S,5.9966,13.0
C6H9F6K2NO2,6.0231,-1.0
C3H6F9N2OP2,6.035200000000001,-1.5
C14H6FNO3S2,-6.040299999999999,12.0
C17H3F3KO,-6.0629,14.5
C6H5F4N4O3P2,-6.0781,5.5
C7H16K2NO4PS,6.0786999999999995,0.0
C9H8FK2N3O4,-6.0903,6.0
C4H13F3N2O3P3S,6.0908,-0.5
C13H12FKP3,-6.097,8.5
C2H14F2N4O2P5,-6.1123,-0.5
C9H14KNO3S3,-6.1196,3.0
C8H4F5N2O4S,6.125,5.5
C9H8F5NP2S,-6.13,5.0
C12H11F2K2OS,-6.1422,5.5
CH10F2N5O6P3,6.1427,0.0
C12H8FKNO4P,6.158,9.0
C8H20K2P3S,-6.1762999999999995,-0.5
C5HF4N5O7,6.1769,6.0
C10H9O8P2,-6.1901,7.5
C12H6FN4P2S,-6.2584,12.5
CH16FN6P4S2,6.2584,-1.5
C5H7F3N6OPS2,6.2925,4.5
C2H3F8N2O7,6.3053,-1.5
C7H14KN4P2S2,-6.3377,3.5
C3H10F2N2O9PS,6.3609,-0.5
C3H10F4N5PS3,-6.3707,0.0
C14H3N5OP2,6.4048,17.0
C15H3F3O3P,-6.426,13.5
C9H16K3NO2S,6.4418,1.0
C7H8FKN3O6P,-6.4533,5.0
C6H13F3KN2OP2S,6.4539,0.5
C11H12FO2P4,-6.460100000000001,7.5
C3H16FN3O3P2S3,6.4765,-2.0
C7H14NO5PS3,-6.482600000000001,2.0
C3H4F5N4O6S,-6.486400000000001,1.5
C7H14F2N2P5,6.499,3.5
C10H11F2KO3PS,-6.5052,4.5
C3H10F2KN5O4P2,6.5058,1.0
C14H8FK2NO2,6.521,10.0
H13N6O6P2S2,6.5284,-1.5
C11H5F4N2OP2,6.533200000000001,9.5
C6H7F6NO3S2,-6.538200000000001,1.0
C6H20KO2P4S,-6.5394,-1.5
C9H4F8KO,-6.5607999999999995,3.5
C21H4PS,-6.6062,20.5
C16H3N2O4S,6.6229,16.5
C9H5F2N4O3S2,-6.6666,8.5
C12H2F4KN3O,-6.6892000000000005,11.0
C5H14N4O2P3S2,-6.7008,2.5
C4H7F2K2N6O4,-6.716600000000001,2.5
C12H8F3NS3,-6.7185,8.0
C8H11F2KN3P3,-6.7234,5.0
C5H10F2KN2O7S,6.7239,0.5
C4H13FKN4O3S3,-6.7459,-0.5
C2H13N3O9S3,6.746499999999999,-2.0
C4H7F6N4P2S,-6.7564,1.5
C7H10F3K2N3OS,-6.7684999999999995,2.0
C6H11FN2O6P3,6.7691,3.5
C2H7FKN5O10,6.7758,1.0
C7H16F2KNS4,-6.7978000000000005,-1.0
C10H2F3N2O7,6.8032,9.5
C5H8FN3O8P2,-6.8164,4.0
C15KN6O,-6.8176,18.5
CH6F6KN6O2S,6.8358,-1.5
C5H16FKN3OPS3,6.8396,-1.0
C8H11F2O5P2S,-6.8683,3.5
C5H10F2K2N5O2P,6.8688,2.0
C2H7F5N6OP3,6.881,1.5
C6H17N3P4S2,6.8847000000000005,2.0
C2H13KN6O4PS2,6.8914,-0.5
C10H8F2N3OPS2,6.9188,8.0
C7H4F8O3P,-6.9239,2.5
C7H5FN6O4PS,6.9707,8.5
C3F11N3O2,7.043500000000001,0.0
C7H10F6OPS2,7.0472,0.5
C10H2F4N3O3P,-7.0523,10.0
C2H7F2KN6O6P,-7.0797,1.5
C6H11F2N3O2P4,-7.086399999999999,4.0
C4H7F5N3O4PS,7.0991,1.0
C8H17O3P2S3,7.1028,1.5
C13H5F5PS,-7.1042,9.5
C2H13FN4O5PS3,-7.109,-1.5
C5H10F3KN3O3PS,-7.1316,1.0
C8H11FKN2O4P2,7.132099999999999,4.5
CH4F4N6O7P,7.151,1.5
C5H16F2NO2PS4,-7.160900000000001,-2.0
C13N6O3P,-7.1807,17.5
C8H13F4KPS2,-7.1834999999999996,0.5
C4H3F9KN3O,-7.187200000000001,0.0
C7H10F2K3N5,7.2319,3.0
C16H3FN3PS,-7.2326,17.0
C4H13K2N6O2S2,7.2545,0.5
C5H10F3O8S2,-7.2764999999999995,-0.5
C9H11N4OS4,7.3045,6.5
C11H11KN3PS2,-7.3119000000000005,8.0
C7HF5KN6O,-7.3156,7.5
C9H5FKN6O2S,7.3338,9.5
C7H7F4N4S3,-7.3449,4.5
C3H10F3KN6P3,-7.3497,1.5
C6H13K3N5OP,-7.3618999999999994,2.0
C10H6N6OP3,7.3789,12.5
C2H9F4K2N6OS,-7.3949,-1.5
C7H8KN2O10,7.4021,4.5
C11H5FKN2O6,-7.427499999999999,9.5
C6H13F4NOS4,7.432899999999999,-1.0
H7F2N6O8P2,-7.4428,0.5
C11H11O5S3,-7.4568,6.5
C6H7F5KN3O2S,7.4622,2.0
C10H17KOPS3,7.4658999999999995,2.5
C3H10F3N4O4S3,7.4848,-0.5
C3H10F3N3O5P2S,-7.4947,0.0
C10H11FK2N2O2P,7.4952,5.5
C6H13K2N2O6S,-7.5068,0.5
C7H8F4N3OP3,7.5073,5.0
C3H4F4KN6O5,7.5141,2.5
C15H9FOPS2,7.5452,11.5
C6H13F4O2P2S2,-7.5465,-0.5
C2H3F9N3O3P,-7.5503,-1.0
C12H6N3O4PS,7.597,12.0
C5H6F10PS,-7.602099999999999,-1.5
C8HF10O2,7.6698,3.5
C9H11N3O2P2S2,-7.6749,7.0
C5HF5N6O3P,-7.6787,6.5
C5H17F2O3P4S,7.6913,-1.5
C12H8F2KN2P2,-7.697500000000001,9.5
CH10F3N6O2P4,-7.7128,0.5
C4H13K2N5O3P2,-7.7249,1.0
C9H8F4O4PS,7.7254000000000005,4.5
C8H4F6N3PS,-7.7305,6.0
C2H14FN3O6P4,7.743200000000001,-1.0
C7H16FK2N2P2S,-7.7768,0.5
C6H5F3N3O7P,7.777299999999999,5.0
C9H5FN2O8P,-7.7905999999999995,8.5
C12H11FK3N2,7.8582,6.5
C11H2F2N6PS,-7.8589,13.5
C4H13KN2O8PS,-7.8699,-0.5
C6H11F2N4OP2S2,7.893000000000001,3.5
C3H6F6KN2O6,-7.9255,-1.5
C6H10FKN6PS2,-7.938199999999999,4.5
C14H6KN3O2S,7.960100000000001,13.0
C4H14FO9P2S,7.9613,-1.5
C3H7N6O8S2,-8.0313,3.5
C6H4F2KN5O6,-8.053899999999999,6.0
C7H17F2KOP3S,8.054400000000001,-0.5
C10H8F2N2O2P3,-8.0606,8.5
C6H10FN3O5S3,-8.0831,3.0
C2H13KN5O5P3,-8.088,0.0
C11H8F4KO2S,8.0885,5.5
C9H7F3KN2O3S,-8.105699999999999,5.5
C4H14FKN3O4P3,8.106300000000001,0.0
C8H11F2NO4S3,8.111099999999999,3.0
C12H9F3OP3,8.1336,8.5
C9H13F2O2S4,-8.135,2.5
C5H16FKN2O2P3S,-8.139899999999999,-0.5
C8H5F3KN3O5,8.1404,6.0
C5H8FN4O7S2,8.163,3.5
C16F5O2,8.1678,14.5
C4H9F7KN2P2,-8.1955,-1.5
C3H13F2K3N6P,8.206000000000001,-1.5
C20FN2S,-8.206800000000001,21.5
C7H12F4K3NO,-8.207600000000001,-1.0
C2H13N2O10P2S,-8.2329,-1.5
C5H7F7KO5,8.268799999999999,-1.5
C5H14N5OPS4,8.2786,2.0
C15H8KN2S2,-8.286,12.5
C4H10FN6O2P2S2,-8.3013,3.5
C7H7F3KN5P2,-8.3239,6.0
C6H14FKO7PS,8.324399999999999,-0.5
C10H10K3N4O,-8.336,6.5
C3H3F7N6PS,-8.3569,2.5
C7H15O6P4,8.3695,2.5
C3H11KN3O10P,8.3763,0.0
C11H6F2O7P,8.4037,8.5
C4H4F2N5O8P,-8.4169,5.0
C6H20KNOP2S3,8.440000000000001,-2.0
H13N5O7P4,-8.4511,-1.0
C7H7F3N2O5PS,-8.4688,4.5
C6H14FK2N3O2P2,8.4693,1.0
C3H11F4N4OP4,8.481399999999999,0.5
C3H16FN2O4P4S,-8.503,-1.5
C7H2F6N4O2P,8.515600000000001,6.5
C11H12FNOP2S2,8.5193,7.0
C6F9N2O3,-8.5244,3.5
C5H12F4K2NO3P,-8.5707,-2.0
C8H9N4O4P2S,8.571200000000001,7.5
C4H4F10NO2P,8.644,-1.0
C13H8N2O2PS2,-8.6491,11.5
C16H5F2KNP,-8.6717,14.0
C5H7F3N5O2P3,-8.687,5.0
C8H14FK2O5S,8.687399999999998,0.5
C8H10K2N4O3P,-8.6991,5.5
