mf,ppm,unsat
C19H14F5KNO3P2,-3.9311999999999996,11.5
C14H12F8N4OS3,3.9396999999999998,7.0
C15H10F9N2O3PS,-3.9523,8.0
C18H16F4KN3OPS2,3.9607,10.5
C11H25F2KN2O5P2S3,-3.9674000000000005,0.0
C24H9N2O9P,3.973,22.0
C15H19F2N4O3PS4,3.9751000000000003,8.0
C12H15F7O9S2,3.9833,2.0
C14H3F15N2O,-3.9877,7.0
C30H7F3NP2,-3.9956000000000005,27.5
C10H18F8KN2O3PS2,-4.0028,-1.0
C23H8F5N3OPS,4.0113,19.5
C22H12FKN4O3P2,-4.0131,19.0
C27H18P2S3,4.0137,20.0
C11H14F12NOS3,4.021599999999999,-0.5
C22H18N2O2P2S3,-4.0318000000000005,16.0
C27H12FKN2OP2,4.0323,23.0
C9H11F14KN2OS,-4.0383,-2.0
C11H8F13KN3O2,4.0402,2.5
C15H18F8KOPS2,4.0426,3.0
C25H15F2KNP2S,-4.046200000000001,18.5
C8H11F11N4O4S2,4.0547,0.0
C12H21F6NO3PS4,4.057,0.5
C21H11F6N2PS2,-4.0673,15.0
C12H15F7KN3O4PS,4.075699999999999,3.5
C10H12F9KNO9,-4.0766,0.5
C16H25F2KO3P2S3,4.0781,4.0
C9H18F5N4O6PS3,4.0901,1.0
C20H10F9OPS,4.0932,12.0
C22H12FNO8PS,-4.1056,17.5
C13H22FKN3O6P2S2,4.111199999999999,4.5
C16H19F5KN2PS3,-4.1179,6.0
C17H7F8N3O4P,4.1263,12.5
C21H17F3O3P2S2,4.1287,13.0
C12H15F9N3S4,-4.1389000000000005,2.5
C21H5F7NO6,-4.1411,16.5
C17H20KNO8PS2,-4.1562,8.5
C13H10F5KN4O9,-4.1585,8.0
C18H14F2N3O6P2S,4.1617999999999995,13.5
C13H16F4N2O8S3,-4.177199999999999,5.0
C16H13F6KNO6S,-4.1916,7.5
C26H9KN2O7,4.2046,23.0
C17H19F2KN4OS4,4.2067,9.0
C14H9F12O4P,4.2082,5.0
C24H3F3N4O6,-4.223,24.0
C8H18F8N2O5P2S2,-4.2345,-2.0
C31H10KO3P,-4.235,27.0
C15H16F6O6P2S,4.2437,6.0
C11H15F10KNO3P2,-4.2489,0.5
C15H22FKO9S3,4.2504,4.0
C27H6F4NO3S,-4.2561,23.5
C22H11F3N4OS3,4.2573,18.0
C19H11F2KN4O6S,-4.273499999999999,15.0
C12H13F5N3O9P2,4.276800000000001,6.5
C14H21F6KNOS4,4.2887,1.5
C19H17FN2O5S4,-4.2922,12.0
C20H14F2O9S2,4.3008999999999995,13.0
C22H14F3KNO3S2,-4.3066,14.5
C22H8F8NP2,-4.3133,16.5
C11H12F10N4OP2S,4.3151,4.0
C11H18F5KN4O4S3,4.3218,2.0
C31H7N3OPS,4.3289,30.5
C14H13F6KN4O3P2,-4.3308,8.0
C30H4N4O3S,-4.338,31.0
C19H13F7NOS3,4.3392,10.5
C14H19F5N2O2P2S3,-4.3495,5.0
C19H7F8KN3O2,4.3579,13.5
C9H15F9O9P2,4.358700000000001,-1.0
C23H17F3KOPS2,4.3603000000000005,14.0
C17H16F7KNP2S,-4.3639,7.5
C33H7FNS2,-4.3711,30.5
C16H10F6N4O4S2,4.372299999999999,11.0
C20H20FNO3PS4,4.3747,11.5
C13H12F11N2PS2,-4.3849,4.0
C15H20NO10P2S2,-4.3877999999999995,7.5
C20H14F2KN3O4PS,4.3934,14.5
C25H6F4N4P2,-4.3952,24.0
C18H17F2KO8P2,-4.4022,10.0
C17H17N4O6PS3,4.407800000000001,12.0
C28H9F4OPS,4.410900000000001,23.0
C28H15KNS3,-4.4217,21.5
C14H13F6NO8PS,-4.4232000000000005,6.5
C16H9F12KO2,4.4398,6.0
C25H6F3N3O4P,4.444,23.5
C20H14F3KN4P2S,-4.4458,15.0
C13H12F10NO4S2,4.454199999999999,3.5
C13H6F12NO6,-4.4587,5.5
C29H10O5P2,-4.4666,26.0
C17H16F6KO4PS,4.4753,7.0
C10H9F9N4O7S,4.4873,4.0
C14H19F4NO6PS3,4.4897,4.5
C17H11F2N4O8PS,-4.505199999999999,14.0
C14H13F5KN3O7P,4.5084,7.5
C18H23KO6P2S2,4.5108,8.0
C11H16F3N4O9PS2,4.5228,5.0
C22H8F7O4P,4.5259,16.0
C20H14F3NO5PS2,-4.5383000000000004,13.5
C16H4F8N4O6,-4.5406,13.0
C23H11F5KO3P,-4.5527,16.0
C12H19FKN4O8PS2,-4.5557,5.0
C23H15FO6P2S,4.5613,17.0
C19H7F9NO3S,-4.5737,12.5
C14H19F4KN4OP2S2,4.5822,6.0
C15H22F2KNO5PS3,-4.5888,4.5
C11H15F9KO7P,4.5903,0.0
C11H12F7KN4O6S,-4.591200000000001,4.0
C20H12N3O9P2,4.594399999999999,17.5
C22H20FKNOS4,4.6063,12.5
C11H18F6N2O5S4,-4.6099,1.0
C34H4F3P,-4.617100000000001,32.0
C14H15F8KNO3S2,-4.6243,3.5
C12H22F3KO9P2S,4.6258,1.0
C14H9F13NP2,-4.631,5.5
C19H11F5N4OP2S,4.6327,15.0
C26H9FKN3O3P,-4.6346,23.5
C19H17KN4O4S3,4.6394,13.0
C26H15NO2PS3,-4.6533,20.5
C22H5F5N4O3S,-4.6556,20.0
C27H12F2NOS3,4.6569,21.5
C7H11F13KN4O2P,4.6617,-2.0
C11H21F8KNOP2S2,4.6641,-1.5
C29H12F2KPS,-4.6677,23.0
C27H6F3KN3O2,4.675599999999999,24.5
C17H14F4O9P2,4.6762999999999995,10.0
C25H8F6NS2,-4.6887,19.5
C24H9FN4O4S2,4.69,22.0
C8H18F7KN4O4P2S,4.6972,-1.0
C17H13F4KN4O3S2,-4.7062,11.0
C17H7F9N4P2,-4.7129,13.0
C16H13F9NOP2S,4.7147,7.5
C10H18F7KO8P2,-4.7199,-1.0
C16H19F4KNO4S3,4.7213,5.5
C26H9FO8S,-4.7271,22.0
C20H16F5KNS3,-4.7393,10.5
C13H10F8N4O4P2,4.7477,8.0
C13H16F3KN4O7S2,4.7543999999999995,6.0
C24H8F7KO2,4.757499999999999,17.0
C12H15F8KN4P2S,-4.7635000000000005,4.0
C28H6F2N4S2,-4.7707,27.0
C21H11F5NO4S2,4.7719,14.5
C21H17KO8S2,-4.7776,13.0
C21H11F5O5P2,-4.7843,15.0
C10H19FN4O10P2S2,-4.7874,4.0
C25H15FKO4PS,4.792999999999999,18.0
C13H16F3KN3O8P2,-4.8018,6.5
C18H8F4N4O7S,4.805,15.0
C13H22F2NO7P2S3,-4.8205,3.5
C23H14FKN4S3,-4.821199999999999,18.0
C9H12F7N4O8PS,-4.8228,3.0
C22H12KN3O7P,4.8261,18.5
C10H12F12NO4P2,4.8297,0.5
C16H19F4KO5P2S,-4.8349,6.0
C10H18F7KNO7S2,4.8363,-1.5
C30H7F2O4P,4.843500000000001,27.0
C12H15F8NO5PS2,-4.8559,2.5
C8H5F13N4O6,-4.8583,2.0
C24H9FN3O5P2,-4.8662,22.5
C7H15F6KN4O10S,4.869400000000001,-1.0
C15H12F10KO3P,-4.870299999999999,5.0
C11H25FKNO9PS3,4.8717999999999995,-0.5
C15H10F8NO7S,4.8869,7.5
C11H8F14NO3S,-4.8914,1.5
C27H12F2O2P2S,-4.8993,22.0
C19H14F4KO7P,4.908,11.0
C19H17KN3O5P2S,-4.9168,13.5
C12H7F7N4O10,4.92,8.0
C16H17F2NO9PS2,4.9224,8.5
C26H5F8P,-4.9348,21.0
C15H13F4N4O5PS2,-4.9378,10.0
C22H20FKO2P2S2,-4.9498999999999995,13.0
C27H10N4OP2S,4.9504,26.0
C18H10F6KN3O3P,-4.9523,12.5
C15H16F7N2OPS3,4.9607,6.0
C18H16F5NO2PS3,-4.9709,9.5
C14H6F10N4O3S,-4.9733,9.0
C15H10F8KN4O2P,4.9794,9.0
C19H20F3KNOP2S2,4.9817,9.5
C21H13F7KPS,-4.985399999999999,12.0
C10H21F3KN4O5PS3,-4.9884,1.0
C16H23FN2O3P2S4,4.9962,7.0
C9H9F11NO10,5.0019,0.5
C17H9F11NS2,-5.0064,8.5
C19H17O10PS2,-5.0092,12.0
C16H17F2KN4O4P2S,5.0148,10.0
C29H3F4N3P,-5.0167,28.5
C13H24F4KNO2PS4,-5.0215000000000005,0.5
C9H14F9KN4O3S2,-5.0239,0.0
C9H8F14N4P2,-5.0306,2.0
C24H12F4NOP2S,5.0323,18.5
C8H8F16N2O2S,5.0402,-2.0
C18H10F6O8S,-5.0447,11.0
C21H14FN4O2PS3,-5.0529,17.0
C12H17F10KNS3,-5.057,-0.5
C12H12F12KNO2P,5.0613,1.5
C21H9F3N4O4P2,5.0653999999999995,19.0
C24H11F3KN3PS,-5.0672999999999995,19.5
C32H7F2KO2,5.0751,28.0
C9H15F10N2O4PS2,5.0757,-1.0
C10H21F3NO10S4,-5.0809,-0.5
C20H7F7N4S2,-5.0883,16.0
C29H10NO4S2,5.089600000000001,25.5
C13H18F5KO8S2,-5.0953,2.0
C13H19F6KNO4P2S,5.0968,2.5
C13H12F10O5P2,-5.101999999999999,4.0
C16H22KN4O2PS4,-5.1034,8.0
C10H22F4N2O6P2S3,5.1112,0.0
C21H8F2N3O8S,-5.1266,18.5
C10H16F5KN4O7P2,5.1298,3.0
C15H15F6KN4S3,-5.1389000000000005,7.0
C18H11F7NO4P2,5.1472999999999995,11.5
C18H17F2KNO7S2,5.154,9.5
C24H11F3O5S2,-5.1597,18.0
C15H20N2O9S4,5.1684,7.0
C16H16FKN3O8S2,-5.1772,9.5
C16H10F6N3O5P2,-5.1838999999999995,11.5
C15H14FKN4O10S,5.1871,10.0
C23H9F3NO7S,5.2046,18.5
C19H19F2KO5S3,-5.2103,9.0
C19H13F7O2P2S,-5.2170000000000005,11.0
C8H21F3N4O7P2S3,-5.22,0.0
C18H23FKN2OPS4,5.2278,8.0
C11H18F5KN3O5P2S,-5.2345,2.5
C20H6F2N4O10,5.2377,19.0
C18H6F13P,-5.2524,10.0
C11H24F4NO4P2S4,-5.2531,-0.5
C7H14F9N4O5PS2,-5.2555,-1.0
C30H6FKN2O3,-5.2561,28.0
C14H21F6KO2P2S2,-5.2676,2.0
C12H16F5KNO10S,5.269,2.5
C10H11F11KN3O3P,-5.2699,1.5
C30H12O2S3,-5.274699999999999,25.0
C23H15F2N2OPS3,5.2783,17.0
C10H17F10NO2PS3,-5.2886,-1.5
C6H7F15N4O3S,-5.2909999999999995,-2.0
C23H9F3KN4O2P,5.297000000000001,20.0
C22H11F3N3O2P2S,-5.298900000000001,18.5
C13H14F12KPS,-5.303,1.0
C11H15F10KN2O2S2,5.3073,0.0
C17H8F6NO10,5.319599999999999,11.5
C11H18F5O10PS2,-5.3269,1.0
C21H4F9N3P,-5.3344000000000005,17.5
C14H22N4O4P2S4,-5.3351,7.0
C12H22F4KN2O4PS3,5.3427999999999995,1.0
C17H19F2KN3O2P2S2,-5.3495,9.5
C16H7F11N2O2S,5.3579,9.0
C10H11F11O8S,-5.3624,0.0
C13H15F6N4O2PS3,-5.3705,6.0
C20H11F7KNO2P,5.378900000000001,12.5
C16H12F8KN3PS,-5.3849,8.5
C17H14F5N2O4PS2,5.3934,10.0
C12H8F12N4S2,-5.406000000000001,5.0
C14H16FN3O10PS2,-5.408799999999999,8.5
C21H18FKNO4P2S,5.4144000000000005,13.5
C17H13F3KN2O8P,-5.4232,11.0
C17H19F2O7PS3,-5.4419,8.0
C13H9F7N3O8S,-5.4443,7.5
C18H15KN4O7P2,5.4475,14.0
C9H24KN3O10PS3,-5.4594,-0.5
C26H10F2NO4P2,5.465,22.5
C10H6F14N2O5,5.4729,2.0
C16H12F8O5S2,-5.4774,7.0
C28H6FN2O5P,-5.4877,27.0
C12H27FKO7PS4,-5.492500000000001,-1.0
C8H17F6KN3O8S2,-5.4948999999999995,-1.5
C8H11F11N3O5P2,-5.5015,0.5
C11H13F8N2O7PS,5.5084,3.0
C11H20F7KO5S3,-5.5280000000000005,-2.0
C15H17F4KNO7P2,5.5294,6.5
C11H14F12O2P2S,-5.5346,0.0
C23H14KN2O5PS,-5.5383,18.0
C12H20F2N2O9P2S2,5.5438,4.0
C19H10F4N3O5S2,-5.5593,14.5
C10H7F18P,-5.5701,-1.0
C22H7F6KN2O3,-5.5737,17.0
C11H19F7N3OP2S3,5.5821000000000005,1.5
C20H15KNO10S,5.5867,13.5
C22H13F5O2S3,-5.5924,14.0
C14H18F3KN3O5S3,-5.6099000000000006,5.5
C14H12F8N3O2P2S,-5.6166,7.5
C19H14F5KN2O2S2,5.625,11.0
C25H7FNO10,5.6372,22.5
C33F4N2,-5.638199999999999,33.0
C16H17F3N3O4S4,5.639399999999999,8.5
C17H21F4KO2S4,-5.643,5.0
C13H5F14N3P,-5.652,6.5
C15H13F3N2O10P2,-5.6549,10.0
C9H20F7KN3O2P2S2,-5.6671000000000005,-1.5
C25H11FN3O2S3,-5.6743,21.5
C24H6F6N2O2S,5.6755,20.0
C28H8F3KN2S,-5.6887,24.0
C28H10F2KNO2P,5.6966,23.5
C10H21F2KN2O10P2S,-5.7054,1.0
C25H13N2O4PS2,5.711,21.0
C13H19F7O4S4,5.721299999999999,1.0
C10H27FO9P2S4,-5.7241,-2.0
C20H19KN3O2S4,-5.7249,12.5
C13H13F8KN2O5S,5.74,4.0
C9H14F8KN2O8P,-5.740900000000001,0.0
C10H16F6N3O7S3,5.7544,1.5
C21H14N2O7P2S,-5.7699,17.0
C14H20F2KN2O7PS2,5.7755,5.0
C11H23N3O9PS4,5.7899,2.5
C18H5F9N2O5,5.7906,13.0
C20H7F6N2O5P,-5.805400000000001,16.0
C19H12F3N2O7PS,5.826,14.0
C12H18F3N3O7PS3,-5.8415,4.5
C14H26FKN3OP2S4,5.8492,3.5
C15H15F5KN2O5PS,-5.8559,7.0
C15H21F4O4PS4,-5.8746,4.0
C11H11F9N3O5S2,-5.877,3.5
C8H19F5KN2O10PS,5.890499999999999,-2.0
C14H8F11KN2O3,-5.8914,6.0
C19H18F2N3OP2S3,5.8998,12.5
C14H14F10O2S3,-5.910100000000001,3.0
C26H8F3N2O2PS,-5.9204,23.0
C13H11F6N2O10P,5.941000000000001,7.0
C27H13KN2O2S2,5.9426,22.0
C11H3F17N3,5.9439,3.5
C25HF9N2,-5.9558,22.0
C18H19N3O4PS4,-5.956499999999999,11.5
C21H16F2KN2O2PS2,-5.970899999999999,14.0
C7H14F8N2O10P2,-5.9725,-1.0
C12H10F11N3O2PS,5.979299999999999,4.5
C16H20F6OP2S3,5.9817,5.0
C17H12F6N3O2S3,-5.992,10.5
C32H5FN2O2S,5.9932,31.0
C16H14F7KN2O2P2,6.0004,8.0
C20H9F8KN2S,-6.0064,13.0
C13H17F5N3O4P2S2,6.0148,5.5
C13H23KN3O7S4,6.0215,3.5
C18H13FN2O10S2,-6.0302999999999995,13.0
C21H18F2O4S4,6.039,12.0
C12H20F5KN3O2S4,-6.0426,1.5
C21H10F3KNO8,-6.0447,15.5
C21H12F3KN2O5S,6.0576,15.0
C18H15FN3O7S3,6.0721,12.5
C13H21KN2O10S3,-6.0809,4.0
C13H15F5N2O7P2S,-6.0874999999999995,6.0
C10H19F9O4P2S2,6.096699999999999,-2.0
C26H4F4N2O5,6.1082,24.0
C32H3FNO5,-6.1091999999999995,31.5
C12H8F11N2O5P,-6.122999999999999,5.0
C7H16F8N3O7P2S,6.1298,-1.5
C15H17F5O7S3,6.154,5.0
C27H11KNO5S,-6.1597,22.5
C15H11F6KN2O8,6.1727,8.0
C12H14F4N3O10S2,6.187099999999999,5.5
C19H16F2N2O4P2S2,-6.2025999999999994,13.0
C16H18KN2O10PS,6.2081,9.0
C14H10F11KN3S,6.211,5.5
C22H13F4KNO2P2,-6.217,15.5
C11H13F9N4O2S3,6.2254,3.0
C18H9F8N2O2PS,-6.238,12.0
C15H17F5KN3O2PS2,6.2464,6.5
C19H27KOP2S4,6.2488,7.0
C14H24FKN2O4P2S3,-6.2531,4.0
C21H10FN2O10P,6.2587,18.0
C12H20F3N4O4PS4,6.260800000000001,4.0
C19H2F12N3,6.2615,14.5
C9H16F8O10S2,6.268999999999999,-2.0
C17H2F14N2,-6.2735,11.0
C10H20F5N3O4PS4,-6.2742,0.5
C19H10F3NO10P,-6.2763,14.5
C13H17F7KN2O2PS2,-6.288600000000001,3.0
C11H12F15KS,6.2929,-2.0
C20H9F6N3O2PS,6.297,15.5
C25H11KN4O2P2,-6.2989,23.0
C24H19FOP2S3,6.2994,16.0
C9H13F11N3O2S3,-6.3097,-0.5
C24H13F2KN2O2P2,6.318099999999999,19.0
C12H10F13KN2S,-6.3241000000000005,2.0
C8H9F14KN3O3,6.3260000000000005,-1.5
C14H18F2KNO10PS,-6.3269,5.5
C12H19F9KO2PS2,6.3283000000000005,-1.0
C21H16N3O4P2S2,6.3325,16.5
C16H4F16,6.3434,7.0
C10H14F6N2O10S2,-6.348,2.0
C9H16F8KN3O5PS,6.3614,-0.5
C13H11F8KNO8,-6.3624,4.5
C13H26F3KO4P2S3,6.3638,0.0
C17H11F10O2PS,6.3789,8.0
C25H11NO7PS,-6.3914,21.5
C10H23F2KN3O7P2S2,6.3969,0.5
C7H26N4O9P2S4,6.4113,-2.0
C14H8F9N3O5P,6.412,8.5
C18H18F4O4P2S2,6.4144,9.0
C24H4F6NO5,-6.4268,20.5
C16H9F4KN4O8,-6.4443,12.0
