Mass,Intensity,ControlMax__ab1_1_peaks,ControlMax__mc_1_peaks,ControlMax__pc1_1_peaks,Average_Control_Intensity
79.929565,62.343063,0.0,0.0,0.0,0.0
79.985337,63.110954,0.0,0.0,0.0,0.0
79.9928,73.186759,0.0,0.0,0.0,0.0
80.012566,69.894972,0.0,0.0,0.0,0.0
80.015111,110.97088,0.0,0.0,0.0,0.0
80.025803,70.71153,0.0,0.0,0.0,0.0
80.026992,71.216826,0.0,0.0,0.0,0.0
80.04643,81.342447,0.0,0.0,0.0,0.0
80.094931,84.537752,0.0,0.0,0.0,0.0
80.116604,49.765311,0.0,0.0,0.0,0.0
80.140413,62.768153,0.0,0.0,0.0,0.0
80.147898,46.191154,0.0,0.0,0.0,0.0
80.157596,85.410537,0.0,0.0,0.0,0.0
80.208411,77.683933,0.0,0.0,0.0,0.0
80.241293,67.866215,0.0,0.0,0.0,0.0
80.28545,63.473879,0.0,0.0,0.0,0.0
80.297647,71.617655,0.0,0.0,0.0,0.0
80.325803,97.357278,0.0,0.0,0.0,0.0
80.390278,73.851953,0.0,0.0,0.0,0.0
80.429086,92.162412,0.0,0.0,0.0,0.0
80.455001,79.781386,0.0,0.0,0.0,0.0
80.468863,69.493811,0.0,0.0,0.0,0.0
80.485466,87.791548,0.0,0.0,0.0,0.0
80.514493,81.726845,0.0,0.0,0.0,0.0
80.521345,73.502697,0.0,0.0,0.0,0.0
80.55399,95.402658,0.0,0.0,0.0,0.0
80.576365,92.087858,0.0,0.0,0.0,0.0
80.576536,87.670224,0.0,0.0,0.0,0.0
80.576708,74.267147,0.0,0.0,0.0,0.0
80.586398,94.527297,0.0,0.0,0.0,0.0
80.683825,69.546955,0.0,0.0,0.0,0.0
80.705996,70.277581,0.0,0.0,0.0,0.0
80.711841,87.863355,0.0,0.0,0.0,0.0
80.730154,73.465729,0.0,0.0,0.0,0.0
80.744345,69.585778,0.0,0.0,0.0,0.0
80.79615,70.881766,0.0,0.0,0.0,0.0
80.797183,65.273943,0.0,0.0,0.0,0.0
80.81897,88.183753,0.0,0.0,0.0,0.0
80.984426,80.911648,0.0,0.0,0.0,0.0
80.989005,76.173491,0.0,0.0,0.0,0.0
81.014587,75.431051,0.0,0.0,0.0,0.0
81.03136,68.084571,0.0,0.0,0.0,0.0
81.039403,84.105921,0.0,0.0,0.0,0.0
81.064489,73.271803,0.0,0.0,0.0,0.0
81.082316,73.778367,0.0,0.0,0.0,0.0
81.083874,113.969318,0.0,0.0,0.0,0.0
81.147271,71.642733,0.0,0.0,0.0,0.0
81.160965,71.800513,0.0,0.0,0.0,0.0
81.162525,81.540692,0.0,0.0,0.0,0.0
81.256136,71.669701,0.0,0.0,0.0,0.0
81.282192,68.593727,0.0,0.0,0.0,0.0
81.346952,79.248729,0.0,0.0,0.0,0.0
81.383495,81.181296,0.0,0.0,0.0,0.0
81.50278,79.736611,0.0,0.0,0.0,0.0
81.510718,70.867424,0.0,0.0,0.0,0.0
81.561167,68.038157,0.0,0.0,0.0,0.0
81.569288,85.555496,0.0,0.0,0.0,0.0
81.578634,82.640204,0.0,0.0,0.0,0.0
81.629583,79.485577,0.0,0.0,0.0,0.0
81.649521,74.847405,0.0,0.0,0.0,0.0
81.655644,156.810357,0.0,0.0,0.0,0.0
81.680667,80.239988,0.0,0.0,0.0,0.0
81.713932,92.723008,0.0,0.0,0.0,0.0
81.717523,73.755053,0.0,0.0,0.0,0.0
81.779297,71.187095,0.0,0.0,0.0,0.0
81.780524,80.622178,0.0,0.0,0.0,0.0
81.791835,126.431239,0.0,0.0,0.0,0.0
81.821045,66.444989,0.0,0.0,0.0,0.0
81.854484,71.616412,0.0,0.0,0.0,0.0
81.895323,71.280827,0.0,0.0,0.0,0.0
81.932236,67.868371,0.0,0.0,0.0,0.0
81.969966,81.487925,0.0,0.0,0.0,0.0
81.975949,75.037871,0.0,0.0,0.0,0.0
81.999271,78.422629,0.0,0.0,0.0,0.0
82.002616,71.250105,0.0,0.0,0.0,0.0
82.031586,85.767974,0.0,0.0,0.0,0.0
82.081638,85.605772,0.0,0.0,0.0,0.0
82.085164,74.000992,0.0,0.0,0.0,0.0
82.169603,80.018137,0.0,0.0,0.0,0.0
82.189121,65.291539,0.0,0.0,0.0,0.0
82.20034,75.504308,0.0,0.0,0.0,0.0
82.240997,73.954969,0.0,0.0,0.0,0.0
82.278144,79.848225,0.0,0.0,0.0,0.0
82.336215,77.999169,0.0,0.0,0.0,0.0
82.39151,82.175043,0.0,0.0,0.0,0.0
82.396121,117.726345,0.0,0.0,0.0,0.0
82.398603,95.270456,0.0,0.0,0.0,0.0
82.557108,70.033816,0.0,0.0,0.0,0.0
82.598563,79.751019,0.0,0.0,0.0,0.0
82.612804,74.477841,0.0,0.0,0.0,0.0
82.724722,89.083714,0.0,0.0,0.0,0.0
82.732304,70.129038,0.0,0.0,0.0,0.0
82.739709,70.543434,0.0,0.0,0.0,0.0
82.75943,70.497005,0.0,0.0,0.0,0.0
82.788267,66.097057,0.0,0.0,0.0,0.0
82.849203,70.363364,0.0,0.0,0.0,0.0
