Mass,Intensity,ControlMax__ab1_1_peaks,ControlMax__mc_1_peaks,ControlMax__pc1_1_peaks,Average_Control_Intensity
85.919537,36.017964,0.0,0.0,0.0,0.0
85.946451,37.810558,0.0,0.0,0.0,0.0
85.97111,42.720987,0.0,0.0,0.0,0.0
86.030959,37.121209,0.0,0.0,0.0,0.0
86.088314,46.857253,0.0,0.0,0.0,0.0
86.092102,40.740041,0.0,0.0,0.0,0.0
86.113697,36.853201,0.0,0.0,0.0,0.0
86.136722,42.833062,0.0,0.0,0.0,0.0
86.165161,38.801453,0.0,0.0,0.0,0.0
86.235844,39.507363,0.0,0.0,0.0,0.0
86.348644,40.530089,0.0,0.0,0.0,0.0
86.435841,39.231754,0.0,0.0,0.0,0.0
86.464428,41.109751,0.0,0.0,0.0,0.0
86.480157,38.901766,0.0,0.0,0.0,0.0
86.555333,41.260653,0.0,0.0,0.0,0.0
86.57653,41.782562,0.0,0.0,0.0,0.0
86.602703,38.772063,0.0,0.0,0.0,0.0
86.603085,37.04894,0.0,0.0,0.0,0.0
86.604614,46.329287,0.0,0.0,0.0,0.0
86.698228,35.580588,0.0,0.0,0.0,0.0
86.747248,36.194226,0.0,0.0,0.0,0.0
86.770911,37.74752,0.0,0.0,0.0,0.0
86.780398,46.188645,0.0,0.0,0.0,0.0
86.782123,39.578835,0.0,0.0,0.0,0.0
86.825842,36.588429,0.0,0.0,0.0,0.0
86.85088,41.103091,0.0,0.0,0.0,0.0
86.872762,41.99618,0.0,0.0,0.0,0.0
86.891579,46.712986,0.0,0.0,0.0,0.0
86.895804,41.256294,0.0,0.0,0.0,0.0
86.910786,36.114817,0.0,0.0,0.0,0.0
86.91703,40.665708,0.0,0.0,0.0,0.0
86.917414,48.717957,0.0,0.0,0.0,0.0
86.927982,36.440608,0.0,0.0,0.0,0.0
86.943069,45.427451,0.0,0.0,0.0,0.0
86.948355,42.669044,0.0,0.0,0.0,0.0
86.949989,44.034066,0.0,0.0,0.0,0.0
86.958736,38.678451,0.0,0.0,0.0,0.0
86.988544,36.074139,0.0,0.0,0.0,0.0
87.037521,44.444641,0.0,0.0,0.0,0.0
87.05514,34.488771,0.0,0.0,0.0,0.0
87.07315,40.94368,0.0,0.0,0.0,0.0
87.091261,41.719604,0.0,0.0,0.0,0.0
87.146014,38.862109,0.0,0.0,0.0,0.0
87.170998,45.409467,0.0,0.0,0.0,0.0
87.179586,43.822413,0.0,0.0,0.0,0.0
87.246208,44.332788,0.0,0.0,0.0,0.0
87.324514,42.817114,0.0,0.0,0.0,0.0
87.33148,50.26996,0.0,0.0,0.0,0.0
87.378616,42.455768,0.0,0.0,0.0,0.0
87.410482,36.998677,0.0,0.0,0.0,0.0
87.421721,36.719436,0.0,0.0,0.0,0.0
87.42676,50.631293,0.0,0.0,0.0,0.0
87.462822,41.174107,0.0,0.0,0.0,0.0
87.600486,36.658602,0.0,0.0,0.0,0.0
87.602041,34.990341,0.0,0.0,0.0,0.0
87.603402,48.516159,0.0,0.0,0.0,0.0
87.611568,37.318254,0.0,0.0,0.0,0.0
87.635099,33.983654,0.0,0.0,0.0,0.0
87.650272,37.590083,0.0,0.0,0.0,0.0
87.737794,41.608114,0.0,0.0,0.0,0.0
87.760303,40.681393,0.0,0.0,0.0,0.0
87.765469,53.981608,0.0,0.0,0.0,0.0
87.771903,36.076156,0.0,0.0,0.0,0.0
87.783699,44.943172,0.0,0.0,0.0,0.0
87.802813,41.034676,0.0,0.0,0.0,0.0
87.828568,50.529944,0.0,0.0,0.0,0.0
87.868003,37.033615,0.0,0.0,0.0,0.0
87.931017,42.022274,0.0,0.0,0.0,0.0
87.963478,38.781643,0.0,0.0,0.0,0.0
88.025224,41.257135,0.0,0.0,0.0,0.0
88.028847,37.390448,0.0,0.0,0.0,0.0
88.09968,38.793325,0.0,0.0,0.0,0.0
88.146361,44.447168,0.0,0.0,0.0,0.0
88.231679,45.78131,0.0,0.0,0.0,0.0
88.243077,39.186682,0.0,0.0,0.0,0.0
88.273843,36.8613,0.0,0.0,0.0,0.0
88.295281,40.614064,0.0,0.0,0.0,0.0
88.302461,35.628765,0.0,0.0,0.0,0.0
88.365746,35.637045,0.0,0.0,0.0,0.0
88.42841,40.10836,0.0,0.0,0.0,0.0
88.466177,33.276605,0.0,0.0,0.0,0.0
88.468348,38.818711,0.0,0.0,0.0,0.0
88.499725,36.083858,0.0,0.0,0.0,0.0
88.503279,35.554658,0.0,0.0,0.0,0.0
88.509004,44.950333,0.0,0.0,0.0,0.0
88.57429,41.839831,0.0,0.0,0.0,0.0
88.586842,41.245254,0.0,0.0,0.0,0.0
88.598704,36.55422,0.0,0.0,0.0,0.0
88.650928,46.715321,0.0,0.0,0.0,0.0
88.693987,41.202068,0.0,0.0,0.0,0.0
88.698146,33.201626,0.0,0.0,0.0,0.0
88.727269,48.509262,0.0,0.0,0.0,0.0
88.733709,44.119043,0.0,0.0,0.0,0.0
88.778416,34.7574,0.0,0.0,0.0,0.0
88.813828,44.532729,0.0,0.0,0.0,0.0
88.821866,38.953062,0.0,0.0,0.0,0.0
